x,y
I wish I could sit at home and make some easy money,Money
Raisins child is a 24 hours a day job.,Food
Why should I need to update the software now?,Technology
Jenna doesn't like her new job.,CareerAndEducation
Today was a nostalgic day. I watched Harry Potter and the Goblet of Fire. Those days were really amazing.,FilmAndTV
"I have to convince Dolly to live with me, instead of her mother.",Family
I had a lot of fun in the theatre.,FilmAndTV
The new software in the office was not understood by many!,Technology
I want to improve my relationship with my friends.,Friendship
My boyfriend is the best person I know.,Partner
I had a fight with my partner today.,Partner
I hate wars. Wars cause social unrest and disharmony.,Politics
I have a huge crush on Emma Watson.,FilmAndTV
I have finished my submission.,CareerAndEducation
I have stopped meditating and my health is suffering.,Health
I want the judges to listen to my song.,Music
My colleagues have planned a fashion show.,Colleagues
My office is getting new and liberal laws of paternity.,Politics
My old school is being renovated.,CareerAndEducation
I think my boyfriend wants to break up with me.,Partner
There must be a complete tobacco ban in office areas.,CareerAndEducation
My favourite character in the mission impossible series is Ethan hunt.,FilmAndTV
This ring was given to me by my mother.,Family
I always try to save more than spend.,Money
I like to watch the valiant wrestlers fight.,Sport
Do you have a healthy food daily?,Food
I liked reading fiction growing up!,FilmAndTV
My colleague has accepted the proposal.,Colleagues
It is our job as government officials to assist the people!,Politics
My mother got hurt yesterday.,Family
I couldn’t get the job I have applied for.,CareerAndEducation
My friend has joined a new company.,Friendship
I feel like I can become an excellent relationship counsellor.,Colleagues
My internet connection is not working.,Technology
What are various way to stay healthy?,Health
Last year I gave auditions to be a part of TV series.,FilmAndTV
I cleaned the floor today.,Health
"I might go snorkelling with my brother, in Wales.",Sport
"I had a good talk with my partner today,  after a very long time!",Partner
Some of us are born for political parties.,Politics
There was a huge fraud case in the bank!,Money
Is it bad that I cry watching TV shows?,FilmAndTV
I don't have money to pay my rent.,Money
I walked a lot on the treadmill in the gym today!,Sport
I like to associate with rich people.,Colleagues
There was hardly anytime that we weren't together!,Partner
I won many medals for high jump in school.,Sport
Same prove herself and people started loving her.,Partner
I wanted to learn how to become a hair stylist!,Health
I find the style of handling adopted by my parents very scary.,Family
I've received an invitation for my neighbour's wedding!,Family
The lovely girls talked with each other.,Partner
Some people were deliberately trying to injure me.,Health
I do strength building exercise for my joints.,Health
I will watch movies now.,FilmAndTV
I love spending time with my grandmother. She used to read story to me from the Bible.,Family
I think financing elections is not an easy task.,Politics
How often do you listen to the radio?,Music
I like the art of composing music.,Music
My colleague is shorter than me.,Colleagues
I gave them a brief knowledge on how scary love is.,CareerAndEducation
Office politics is the most nefarious aspect of work life.,Politics
You must read the book called 'Wars and Scars'. It is a great read.,Politics
I wish I could complete my education.,CareerAndEducation
My partner trusts me a lot.,Partner
I love the Harry Potter franchise.,FilmAndTV
I left my office late today.,CareerAndEducation
I has been a month since I fought with my mother.,Family
Yahoo! I got a job offer from a reputed IT firm.,CareerAndEducation
I’m afraid that AI will take our jobs from us!,Technology
I broke my grandfather's music system.,Music
Eating a burger makes me feel happy as that is my comfort food.,Food
LG would have been a better choice for my Smart TV for their services!,FilmAndTV
"Lemons are so bitter, I don't like them.",Food
My teammates are cancelling the party as they are busy.,Colleagues
That sounds nice. I do like spending time with kids. I could give them football lessons.,Sport
I share information about Table Mountain in social media.,Technology
I was volunteering at a clinic today.,Health
Abraham Lincoln really changed the course of American history.,Politics
Pregnant ladies have to take proper care of themselves during this period.,Health
My boss loaded me with files at work today.,Colleagues
James and I went to the Opera today.,Music
I work very hard on making good music!,Music
"Yes, ""The Nun"" is a Hollywood horror movie",FilmAndTV
I want my income to be increased twice.,Money
People love seeing you on television.,Technology
I created many memories.,Health
I used to play cricket in my childhood.,Sport
Friendship with the wrong people can leave you disappointed.,Friendship
It’s impossible to imagine that somebody could steal important files from the portal of technology genius Ad First Labs!,Technology
"No matter how hard I try, I can't seem to get the phone to work.",Technology
I hate the people whom I used to call my friends.,Friendship
My parents asked me to look tickets for Africa.,Family
I have my football practice today.,Sport
I enjoy eating good food.,Food
I get paid very less!,Money
Friendship can either make us or break us.,Friendship
My new screen cannot play HDR content!,Technology
I used to jam with a few of my friends but the group broke up.,Food
These days people prefer to buy metal furniture rather than wooden ones.,Money
I learn to respect my partner and his decisions.,Partner
The event was memorable to my parents.,Family
Newton's third law of motion is very well known.,Politics
Chicken soup is my favourite dish to have in the winter,Food
"When we were at a restaurant, he tricked people into believing that he was the waiter.",Food
I did not go home after work yesterday.,CareerAndEducation
I thought of him when I was sick.,Health
I hate my part-time job,CareerAndEducation
My boss works 70 hours a week.,Colleagues
My partners had to make Edward I decision.,Partner
"Comparative politics, in particular, can not use experimentation for both practical and ethical reasons.",Politics
There is a scarcity of employment opportunities in their company.,CareerAndEducation
I like to watch sports on TV.,FilmAndTV
I called my husband that we would be a little late to the mall.,Partner
I made my husband all in love with the Harry Potter books too.,FilmAndTV
I fear my colleagues got hurt.,Colleagues
I plan to move out as soon as I turn 19!,Family
My mother held a very sweet puppy.,Food
The problem of poverty is particularly acute in rural areas.,Money
She had no idea who would be able to complete the project!,CareerAndEducation
I will always love my grandmother's home.,Family
He is always playing games on his phone.,Sport
We are fighting for the rights of the underprivileged.,Money
Did you know that every animal looks for a partner during the stretch of their lives?,Partner
My friend is not able to discipline his five year old child.,Friendship
She was pleased on being complimented by her colleagues!,Colleagues
Parents have mastered the art of one minute showers.,Family
The dish was coming out all good before it got all toasted up!,Food
I was talking about the health assessment of my colleagues.,Colleagues
My family just came to know that I have a baby with Angelina!,Partner
My boss is finally satisfied with my work!,Colleagues
I recovered from those memories a long time back.,Health
I will marry Sammy some day.,Partner
Elton John has been nominated for Academy Awards thrice!,FilmAndTV
I had a very serious injury.,Health
I do not like to watch movies.,FilmAndTV
Marks of all the students were too close to each other.,CareerAndEducation
There are people who work hard.,CareerAndEducation
I think my girlfriend is cheating on me.,Partner
There is a lot of politics going on at my workplace.,Politics
I have a penchant for teaching kids the guitar!,Music
We won the match. I scored a century.,Sport
My dad's favourite artist is Bryan Adams.,Music
I don't like mango juice.,Food
The brothers quarrelled among themselves regarding property!,Family
I told my sister that the dog ate her homework and displayed a Xerox torn up notebook,Food
The frequent strikes have destabilised the economy of that region!,Politics
Some people have to attend a lot of meetings in their job.,CareerAndEducation
"So if I clear the mess in my room, will I be free from the confusions in my mind?",Health
My family misunderstood me when I started walking like I was drunk.,Food
Water polo is as much fun as football!,Food
I belong to the non-tax slab!,Money
My friend at college is such a bad listener.,Friendship
People have started focusing on health.,Health
Do you think people should judge someone's success based on their achievements?,Politics
I have learnt how to cook lasagne.,Food
There are so many bosses who provide good income.,Money
I can fight my battles myself just like my favourite actor does.,FilmAndTV
I feel vulnerable when an A.I. talks to me.,Technology
Slapstick comedians are extremely talented.,FilmAndTV
Sacred Games brings out the brutality of corruption in India.,FilmAndTV
Stock market is moving up today.,Money
She resorted to stealing food out of desperation.,Food
I don’t know why my colleagues don’t like the new boss! He seems like a wonderful person,Colleagues
My income is less.,Money
Confused about getting admission in best university for my graduation.,CareerAndEducation
I become distracted while a meeting with my boss.,Colleagues
Sometimes I amuse myself looking at the political system.,Politics
I like him as he's one of the finest theatre personality and I have played a role in his act.,FilmAndTV
I have started smoking again.,Health
Celebrating occasions is pure wastage of money.,Money
He is familiar with Chinese ancient history.,Family
I have many favourites in terms of movies.,FilmAndTV
Going a day without getting scolded by mom feels like an achievement.,Family
The movies being shown at the festival are very boring.,FilmAndTV
I was promised a scholarship if I score well.,Sport
I save money for special occasions.,Money
My boyfriend is feeling jealous.,Partner
I watch videos from several motivational leaders.,Technology
Dignity and integrity are integral to the idea of ethics.,Health
Staying on diet helps us to keep or]ur body in shape.,Food
I have watched a motivational video.,Technology
My colleague is good at aptitude and reasoning.,Colleagues
I bought a whole farm.,Money
I think my boyfriend is two timing me.,Partner
Should I choose my mother or should I choose my wife?,Partner
Can you define alphabet?,Technology
I think it's been a few years since I last played my favourite game football,Sport
I have deleted all my Facebook pics!,Technology
I made things right with my sister finally.,CareerAndEducation
"I love watching every part of ""Hunger Games"".",FilmAndTV
My girlfriend shouldn't have left me.,Partner
My hobbies are never noticed by my boss.,Colleagues
KFC has a lot of centres all over the world.,Food
I felt like trauma when I lost my phone.,Technology
I have developed the entire software and this is what I love doing.,Technology
I admire Emma Watson.,FilmAndTV
Businesses can use data insights derived using machine learning to improve customer engagement.,Technology
When will the next high end iPhone be launched?,Technology
Do you know the difficulty of feedback in music concerts?,Music
Have you ever screamed in a movie theatre?,FilmAndTV
I didn't want the movie to end that way.,FilmAndTV
I like to play cricket for entertainment.,Sport
I have taken classes in arts and music,Music
I feel there is too much tension and stress in the world.,Health
Rich people always have different habits.,Money
I witnessed my favourite bands at the musical gig I attended yesterday.,FilmAndTV
Politics should not disrupt general peace in a state.,Politics
I plan to stay awake all night and listen to music!,Music
Having fun is the best way to get over stress.,Health
My love for politics comes from my father.,Politics
My girlfriend asked me to give her the nicest flowers.,Partner
I wish to learn swimming some day.,Sport
I like to eat chocolate waffles.,Food
I want to become a judge.,Politics
"Since it was championship bout, it would be for the full five rounds!",Sport
My boss is a really nice person.,Colleagues
The hospital had its own cafeteria!,Food
Facing lots of emotional breakdown these days.,Music
My company has been incurring loss for past five months.,Money
It was wrong of her to throw her son out of the house.,Partner
I think I've been getting a cold and a cough.,Health
More and more people are increasingly focusing on there well being.,Health
We need to buy a new table immediately.,Money
I had been falsely accuses of sexual harassment by my colleague. Now my reputation is on the line.,Colleagues
I cannot sing because of throat infection.,Music
The man confessed to me that he could not be charged due to a loophole in the law.,Politics
The opera the other day was so good.,Music
My friend is going through a very emotional state right now!,Friendship
"Emily and I still like to watch the TV series Sherlock, together.",FilmAndTV
My professors couldn't stop smiling during the lectures today.,CareerAndEducation
I hate the politicians!,Politics
I think I have myopia.,Health
"My friend said, ""You share your knowledge with others. """,Friendship
I have a huge crush on the captain.,Sport
My boyfriend cheated on me a year ago.,Partner
I slept off in the middle of a movie last night.,FilmAndTV
Fashion can be compared to politics.,Politics
My friend is amiable.,Friendship
Cinema can be a good learning experience for children,FilmAndTV
Translations are of utmost important for any script!,FilmAndTV
I have a huge crush on Dwayne Johnson!,Partner
I can't fight with my brother.,Family
They won't stay at my house!,Family
I have made my parents feel disappointed.,Family
I patiently wait for the entire series to complete and then I binge watch.,FilmAndTV
How do you make holy water? Boil the hell out of it.,Food
I want to earn a large amount of money.,Money
I have improved a lot on my health.,Health
My diet chat was completely changed by my instructor.,Food
My favourite subject is literature!,Friendship
I have many friends.,Friendship
Shall I buy the new shirt I saw today?,Money
My parents were pretty upset when they got to know about my problems.,Family
I enjoy a healthy and light breakfast in my office.,Food
I have a dream of becoming a celebrity.,FilmAndTV
I can't find the work I had done.,CareerAndEducation
I was chosen as the most sincere intern of Facebook.,Technology
My financial situation motivated serious misgivings.,Money
My mother was overwhelmed with emotion seeing the surprise gift.,Family
It isn't easy to tell your partner that he's at fault!,Partner
Is building my career a challenging task?,CareerAndEducation
Teens require money for splurging on useless things.,Family
My friends are fighting each other.,Friendship
I did not like the ending that was given to the movie. It was very obvious.,FilmAndTV
I like following politics.,Politics
I love my parents and their friends.,Friendship
I need to turn in a project on Data Analytics at school. How do I get started?,Technology
I made my first website.,Technology
I find my partner to be very nosy.,Partner
Ron suggested that I should talk to Rose about my feelings.,Friendship
They made the best of their income.,Money
My parents gave us the right direction and guidance.,Family
I've planned a daily routine.,Health
"I'll be watching a new released movie called ""The Nun"".",FilmAndTV
The law looks for proofs not emotions!,Politics
I suffered from stomach ache last week.,Health
I have planned to gift my wife jewellery for her birthday.,Partner
I lied to my mom.,Family
I have decided to get married.,Family
I will reduce the portions of jam on my bread so that I worry less about sugar.,Food
They were behaving strange during the income tax raid.,Money
I hate to see people not trusting their partners.,Partner
I got distracted while fighting with my partner.,Partner
I want to have a great childhood.,Family
My parents don't listen to me when I share my feelings with them.,Family
My aim is to become a writer.,FilmAndTV
I like romantic genre of movies.,FilmAndTV
Listening to music can be a great stress buster.,Music
Was world war real?,Politics
I love the old black and white movies.,FilmAndTV
How do rich people stay rich?,Money
My boss said that he was going to give me a 50% extra bonus.,Colleagues
I found that my friend was using me for my money all along.,Friendship
I feel so confused when I cook.,Food
There are high speed links direct from the School of Geography to the University's mainframe computers.,Technology
David won the International Chopin Piano Competition.,Music
"Sometimes I feel, my classmates are useless.",Colleagues
My work is unnoticed.,CareerAndEducation
I broke my promise with my girlfriend yesterday.,Partner
I love playing chess as a competitive sport.,Sport
To quit my job to raise my child was a huge decision!,CareerAndEducation
I got complimented by my boss who is giving me a bonus this month.,Colleagues
My cousin got a job that I wanted.,CareerAndEducation
My colleague is an early bird.,Colleagues
Me and my friend are launching our own website!,Technology
I don't like my job.,CareerAndEducation
I find gymnastics the most fun.,Sport
"At work, my colleagues were ignoring my opinions.",CareerAndEducation
My relationship has gone from a loving one to a bad one!,Partner
Shawn took his friends' money and ran away to Europe.,Friendship
I have very less income.,Money
I work for a boss who is women.,CareerAndEducation
My music teacher is confident that I will learn to play Mozart's Symphony on piano.,Music
My friend's having difficulty finding a job.,Friendship
If I earn enough things might be better at home!,Money
Poverty is a state of mind.,Money
My brother is a great artist,Music
I have to buy a champagne bottle.,Food
I did not earn that much income and still got it.,Money
My colleagues are jealous of me because of my achievements at work.,Colleagues
My friend hasn't brushed his teeth.,Friendship
I think my partner is cheating on me.,Partner
I don't like to wait for my friends.,Friendship
I like watching football.,Sport
I had no idea that she suffered from delusions!,Health
My school friends always gets on nerves.,Friendship
Government plans to make homes cheaper to heat and more energy efficient.,Politics
I want to be a lawyer in future!,CareerAndEducation
I believe that AI is the way for us to improve our future.,Technology
I love playing cricket with my friends.,Sport
Bacon is not the most healthy food item.,Food
I like studying the history of art.,CareerAndEducation
Electronic dance music is the new entrant in the music scene.,Music
He always keeps his phone on silent mode!,Technology
My boss threw a really boring party yesterday.,Colleagues
I think this person has a crush on me. What do I do?,Partner
"I remember the day I saw my husband for the first time, it was so incredibly cute.",Partner
My childhood memories make me so emotional.,Family
He refuses to come with us to party as he is in a bad mood!,Friendship
My partner does not know what hobby to pick.,Partner
The artist improved his skills.,Music
I love adventure sports,Sport
We had hired a car to drop us off at the station!,Music
My grandson chose to work as an aerial rigger.,Family
I want to make good music.,Music
My phone doesn't work that fast,Technology
Politicians are required to be shrewd and cunning.,Politics
I learned to sing when I was three.,Music
I was prescribed drugs for my mental health!,Health
I had a very stupid argument with my friend.,Friendship
I do not like my colleague at all. My colleague is very selfish.,Colleagues
"Sometimes, my boss and his boss do not sleep for days.",Colleagues
Fitness can be achieved by anyone.,Sport
Face recognition could take a huge proportion of the responsibility to locate criminals.,Technology
Harry Potter is boring!,FilmAndTV
I had laugh in front of my boss.,Colleagues
Mental illness is growing day by day in the world.,Health
My aim in life is to earn enough money so that I could fulfil my needs whenever I want to.,Money
AI can shape a better future if used properly!,Technology
My girlfriend is not talking to me for something stupid. How do I fix this?,Partner
We are suffering loss this year.,CareerAndEducation
My relationship with my partner is screwed.,Partner
I can't enjoy breakfast without my wife.,Food
Would you like a slice of cake?,Food
My girlfriend is going to meet my parents for the first time.,Partner
What are some problems that poor people face?,Money
It was difficult to work for months with low pay.,Money
Swimming helps keep knees strong.,Sport
There are a few homeless people around my workplace.,Money
Can I audition online for Big Hit Entertainment?,Technology
Where are your wife's friends going?,Friendship
I think I've hurt my partner last night!,Partner
I have a second doctor's appointment for my tonsils today.,Health
I can play 7 instruments excellently.,Music
Do you sell sport shoes?,Sport
I really respect the teaching profession,CareerAndEducation
Competition to achieve more is becoming cut throat.,Sport
They were sad when the music concert was over but I wanted them to extend it for some more time.,Music
Is technology important in education?,Technology
Technological inventions have surpassed mankind's wildest expectations. Do you agree with this?,Technology
I've earned about 2 million pounds in this project.,Money
I keep forgetting to report to my boss about how things are going.,CareerAndEducation
He has acted in seven movies until now.,FilmAndTV
I have started preparing for the weekend quiz competition.,Sport
I've been a huge wrestling fan.,Sport
Watching 5-D movie seems like an exciting prospect!,FilmAndTV
He thought himself to be a great sportsman,Sport
Inception is based around really complex theories and the plot is just as messed up,FilmAndTV
They turned their attention to another business in the last 12 months!,CareerAndEducation
I don't know much about Simon Cowell!,FilmAndTV
Success in politics requires good planning.,Politics
Did you watch the new movie 'XXX',FilmAndTV
I do not think that the Democrats would win this election.,Politics
I was looking at the stars and then I suddenly remembered the scene of the movie that I watched yesterday.,FilmAndTV
Yesterday was a special for me at my boss because of my boss.,Colleagues
People are changing their lives in accordance with the technology.,Technology
I love my mother and father a lot.,Family
The use of technology certainly needs rule and new laws.,Politics
"Mongol empire spread technologies like paper, gunpowder and compass.",Technology
Look at the audacity of him!,Food
My friend is finding it difficult to come up with ideas for her music.,Music
How injurious is it to smoke?,Health
I have never been punished in school.,CareerAndEducation
Today's exam was not very good.,CareerAndEducation
I changed my diet plan.,Food
I had fight with my boss today.,Colleagues
I bought protein power for my post workout meal,Food
Is money everything in life?,Money
I want to earn a million dollars a year.,Money
I miss that time when I used to go cycling with my friends!,Sport
Judicial ethics plays an important role in promoting justice and eliminating judicatory corruption.,Politics
My new phone has the perfect features.,Technology
I want to double my income.,Money
Alcoholic drinks should be taken in a limited quantity.,Food
Eminem released a fire album this last week!,Music
Competition is going to increase in future.,Sport
My boss is not very cooperative.,CareerAndEducation
I feel really antisocial lately. I don't like being around people anymore.,Health
My eye sight has weakened.,Health
My actors in drama did not follow the script lines at all.,FilmAndTV
My new hobby is playing the piano.,Music
A good education is not cheap.,CareerAndEducation
The thing I like about my partners is that they are never a fussy lot!,Partner
I read aloud to my sister every night.,Family
My childhood memories are very essential for me!,Family
I was feeling sad and had a long talk with my friend.,Friendship
I plan of firing my old acting club and hire a new one.,Sport
I was preparing some cakes.,Food
All such luxurious brands are way too expensive rather than being useful.,Money
My colleague helped us a lot with the project.,Colleagues
I love watching horror movies alone in the dark.,FilmAndTV
The mayor made promises that he didn't keep.,Politics
Did you know that Samsung has the biggest market share in the mobile phones market?,Technology
There is a scratch on my TV screen.,FilmAndTV
Do you think Brexit will have long term effects on the economy?,Politics
"My girlfriend does not like my brother. I don't get it, the guy is amazing!",Partner
The best friend was dumbfounded in front of her parents!,Friendship
What is the root cause of poverty?,Money
It is a great day to play hockey.,Sport
The oldest theatre in the city has finally shut down!,FilmAndTV
My mother and I would play hide and seek all day when I was a kid.,Family
I enjoy playing multiple players games online with my friends.,Sport
I like my profession and the work I have to do.,CareerAndEducation
I was young when I first voted.,Politics
Me and my friend love talking for hours!,Friendship
I want to join the royal navy someday.,CareerAndEducation
My friend keeps lying to me about basic stuff. It makes me feel like I can never trust her. What should I do?,Friendship
My parents are unable to transfer money through their current bank.,Family
Selling these might help me cover a part of my debt!,Money
I didn't realize I was so interested in computers until I graduated college. Now I want to pursue a career in the field of computers.,Technology
Emily's school principal declined to allow Emily an online exam.,Technology
I need to have great fitness levels.,Sport
I don't like my computer desk.,Technology
I'd rather read a book than play games.,Sport
Hachiko was a really emotional movie.,FilmAndTV
My parents won't understand my relationship with my partner.,Partner
Technology has changed society!,Technology
I always think of poverty.,Money
He bought a new hockey stick.,Sport
His case raises a number of issues about controversial speech and illustrates how one federal appeals court treated them.,Politics
My sister got injured badly at the gym.,Sport
I need to bake a cake.,Food
I have been reading Jeffery Archer all my life.,Sport
I love taking care of my boyfriend.,Partner
My colleagues lacks professionalism,Colleagues
Will you go to the concert with me?,Music
I need to buy a bed for my rabbits.,Money
I ate a burger who's patty for meat which was grown from the ground.,Food
I played professional football for three years.,Sport
I just heard a new song,Music
Everyone is loosing out on Instagram posting personal things.,Technology
"Long time ago, I loved playing nerf football to the extent of addiction.",Sport
I think the Harry Potter series is overrated.,FilmAndTV
Schooling experience is very important for children.,CareerAndEducation
Spending time with my grandmother is the best way to have some fun.,Family
"Today, I joined in a company that creates street videos.",Technology
I haven't travelled alone since start of my relationship.,Partner
I like chocolate milkshake with Ice cream on it.,Food
I connected with a co-worker today.,Friendship
The income I got was not enough.,Money
My partner is very important to me.,Partner
I had a fight with my girlfriend.,Partner
I think my boyfriend no longer loves me!,Partner
I wanted to be an artist but I was traumatized to act on it.,Music
I really want to know what my girlfriend is doing now.,Partner
This dog was the remedy to feel well.,Health
There is so much left unsaid in a war.,Politics
His aunt is fed up of eating the sugarless food for her health.,Food
Vitamin C is beneficial for skin.,Health
I told my friends about my achievements.,Friendship
Roger Federer is a gem in the tennis world.,Sport
My boss got hurt badly yesterday.,Colleagues
I think eating raw vegetables will be a good idea.,Food
"Whenever I get an opportunity, I take part in Cricket with my friends.",Sport
I know that these occasions call for something special to eat.,Food
"Yes, practice makes you perfect. Can you help me out?",CareerAndEducation
I should take care of my parents when they are discharged.,Family
I had a funny day with my new colleagues today.,Colleagues
I love Chess!,Sport
Which are some good movies that I can watch?,FilmAndTV
My parents are back right when I was doing something wrong.,Family
I lost the file that I had to submit to my boss today.,Colleagues
I always go for a glass of orange juice at a party.,Food
He is a good lover to me.,Partner
Political correctness will ruin our culture.,Politics
The boy's father complied with his wishes. He got the lame puppy for his son.,Family
I have a plan to start a restaurant at my home town.,Food
I wanted to slap the thief but instead hit my brother.,Family
How is AI replacing humans in jobs better for us?,Technology
I love the new album by John Mayer.,Music
I love playing ball with my dad.,Sport
Do you think Trump will win 2020 elections?,Politics
I wanted the counsellor to be of a little more help!,Colleagues
I need to attend a charity music concert.,Music
My friends commented on my lonely life.,Friendship
My singing skills need to give me loads if money.,Music
Eating raw vegetables is safe?,Food
The new laws are applicable from midnight.,Politics
The government has provided a reduction in taxes for the rich.,Politics
My dads chose to name my baby brother Ezekiel.,Family
I was bullied at the college today.,CareerAndEducation
What is the secret to good health?,Health
"Who do you think, will win the elections this year?",Politics
There is water on earth.,Food
My mother made the choice to divorce my father.,Partner
We need to take a relook at our political system.,Politics
Elton John is one of the most iconic singers I have ever known!,FilmAndTV
I don't want to make music a source of my income.,Music
I think a healthy body is an essential for good and positive mind.,Health
I hope he is doing well now.,Health
Rap has overtaken rock as the most popular genre among music fans.,Music
I receive all my news updates on my phone.,Technology
"Though Naomi Campbell was very successful, I heard that she was very rude to her staff!",FilmAndTV
My brother doesn't speak to my mum these days.,Family
I still haven't managed to complete my thesis.,CareerAndEducation
I hear classical music often while going to bed.,Music
Have you watched Mission Impossible 4? I did recently.,FilmAndTV
Should I go for the ski competition or snowboarding?,Sport
My father is diagnosed with Cancer.,Family
Where do you see yourself in five years?,CareerAndEducation
I do not have money with me.,Money
It's the 10th time that my friend has called me to meet this month!,Friendship
My friends are suffering from loneliness.,Friendship
"Whenever there's a fight at home, it feels like war.",Politics
I really like watching the movies of Christopher Nolan.,FilmAndTV
Many people voted for Trump.,Politics
He donates half of his earnings to charity.,Technology
I was surprised that the people in the ministry were so young.,Politics
My expenses were greater than my incomes!,Money
"They weren't offering me a discount, they were selling me a service!",Money
My teachers were amazed after seeing my good result.,CareerAndEducation
Some people associate colour with each season.,Colleagues
Cutting belly fat is all that I require for good health!,Health
I have bought a fascinating electronic device. But I can't seem to understand how it works.,Technology
They are in dire need of extra income.,Money
I love to watch superhero movies.,FilmAndTV
My laptop have stopped working.,Technology
My parents were jubilant at my result!,Politics
My wife doesn't believe in ghosts.,Partner
J K Rowling is so rich!,Money
My sister couldn't get the right make up she was looking for!,Family
Politics is the game of creating controversy.,Politics
I played a concert today.,Music
English literature has a lot of great writers.,FilmAndTV
I've found that my cousin is jealous of me.,Family
His friends are very nice.,Friendship
I remember using the software WordStar to file our entries.,Technology
My parents reaction to my coming out is affecting me.,Partner
The movie I watched today was disappointing!,FilmAndTV
"If I miss to submit my homework, I will fail in the subject.",CareerAndEducation
My colleague can speak Dutch.,Colleagues
I did my graduation in political science ( hons),Politics
"I wanted to be the editor of the magazine by now, but they’re not promoting me!",FilmAndTV
This particular phase is the toughest!,CareerAndEducation
I received a bad reception for my drama at the local theatre.,FilmAndTV
I've heard my Mother talking ill about my Maid to somebody and I didn't like it.,Family
I went to a movie by myself.,FilmAndTV
My partner ditched me!,Partner
Little Stephanie had brought a small table to climb to the ironing board.,Family
Do you like tea or coffee?,Food
I completed the task of arranging food for the party.,Food
Burger King is giving a free burger with every order.,Food
My friend has a very challenging work.,Friendship
I try to teach mathematics to underprivileged children.,CareerAndEducation
"My girlfriend and I hadn't spoken in three days, I finally confronted her today.",Partner
I want to become a professional weightlifter.,Sport
"When I shaved my head for no reason, my mother did not say anything.",Family
We finally decided to partner with this company that offers a variety of services.,CareerAndEducation
I need to work on my stamina.,Health
Some of the most dramatic events in American history happened here.,Family
I miss the days when I used to be a teacher.,CareerAndEducation
Mutual funds are the best way to earn money.,Money
I like guava flavoured ice-cream.,Food
I love Backstreet Boys!,Music
My fear of swimming do not bother me anymore.,Sport
I love playing guitar so much.,Music
I don't like the taste of pasta.,Food
Where do you think there such a high demand for causing magazines and gossip TV programs?,FilmAndTV
I don't recall much of what was taught by the substitute teacher!,CareerAndEducation
I cannot find the problem why my dog is not well.,Health
I have laughed in front of my boss.,Colleagues
Politicians will have to create incentives for the public in order to compensate for Euro single market.,Politics
I really enjoy preparing Chinese cuisine.,Food
"Green tea is good for health,  according to my mum.",Food
"The best way to meet new people is to be part of some group, club.",Sport
Working as a volunteer has made me a better person!,CareerAndEducation
I eat a lot of junk food. I want to stop now and lose weight.,Food
I finally broke the news about my mate preferences to my friends.,Friendship
I want to have some fun with my daughter.,Family
I feel happy with this drink.,Food
Politicians should be held accountable for the promises they make.,Politics
There are instances about my childhood that I really miss!,Family
The minister will take the oath today.,Politics
I need a lot of arrangements for entertaining my friends.,Friendship
I expected being single to be totally different.,Family
I work all 7 days of the week and it gets pretty hectic for me!,CareerAndEducation
How much do you know about politics?,Politics
Coldplay are coming to London tomorrow for an event,Music
Their phones were stolen this morning.,Technology
My boss asked me to implement the idea I proposed last week.,Colleagues
I wanted to be a politician when I was a kid.,Politics
I have no famous friend.,Friendship
My cousin is a comedian.,Family
Do relationships matter more than money?,Money
The keyboard had broken buttons!,Music
I felt motivated after watching some videos on YouTube but I got distracted later!,Technology
I don't think twice before spending money.,Money
It may have hurt them when I played the music.,Music
People think that fortune cookies are a Chinese tradition.,Food
My partner ditched me.,Partner
I like computer glasses with UV rays protection.,Technology
I don't like the girl I just employed.,CareerAndEducation
Have you watched the Sacred Games?,FilmAndTV
I've got a few religious friends. They're cool.,Friendship
I have enrolled for an online coding course.,Technology
I eat dry fruits everyday.,Food
I joined a political party.,Politics
I want to work in a top MNC.,CareerAndEducation
I cleared all the memories and made her feel good.,Health
I like watching TV shows a lot.,FilmAndTV
I was sad while watching a movie.,FilmAndTV
I want my parents to come and live with me here in Austin!,Family
I wish all humans could contribute towards eradicating poverty.,Money
"In my opinion ,Theresa May is unethical to England",Politics
I have met a girl who is going to be my life partner.,Partner
I love having fun with my friends.,Friendship
I wasn't excited to meet my brother's wife,Partner
My mother is not able to decide the venue for her marriage anniversary party.,Family
My boss gets annoyed with me because I don't talk much.,Colleagues
I like to sing with my sister.,Partner
Many people often buy new clothes.,Money
Defeat at this stage would compromise their chances of reaching the finals of the competition.,Sport
I loose up to 2 kgs. every month and I have still 10 kgs. to loose.,Health
"If you could, which war in the history would you undo?",Politics
The income generated form stock market is highly unpredictable.,Money
Some people give priority to their internet friends.,Technology
Leading rеtаіlеrѕ are tеѕtіng rоbоtѕ throughout thе rеtаіl ѕuррlу.,Technology
The child broke our window in anger!,Family
I don't like 'Cursed Child' as much as I like the original Harry Potter books.,FilmAndTV
"I misguided my clients, which was wrong.",CareerAndEducation
There exists a cold war between these two nations!,Politics
I enjoy drinking mango flavoured milkshake.,Food
"My vegetable store has a table top, where I can chop and mix easily.",Food
Now I have a source of passive income!,Money
Would technology completely change our lives in the future?,Technology
I feel I should leave my friends circle and join something else.,Friendship
I like the way my friend cooks the turkey.,Food
The workload was very much.,Partner
I feel Thai food is good in taste.,Food
